CLIENT_NUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_months,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt
717561108,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,36,4,3,34516,549,1629
717127083,Existing Customer,37,M,3,Graduate,Married,$120K +,Blue,25,3,3,15017,1733,2076
772460508,Existing Customer,53,M,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,4426,1530,1231
720484908,Existing Customer,65,F,1,Post-Graduate,Married,$40K - $60K,Blue,52,5,3,2155,0,1655
771237933,Existing Customer,47,M,1,Uneducated,Unknown,$80K - $120K,Blue,34,4,1,20620,1085,1477
794664183,Existing Customer,38,M,0,Uneducated,Married,$60K - $80K,Blue,19,3,1,3238,2146,1501
797488158,Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,46,5,3,14316,1081,1313
708543258,Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,36,5,3,2607,1880,2045
778706508,Existing Customer,43,M,4,College,Married,$60K - $80K,Blue,24,3,5,6231,0,1448
712240083,Attrited Customer,38,F,3,Unknown,Single,Less than $40K,Blue,30,6,2,3730,2517,858
713650683,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56,4,1,3094,2266,1591
772532208,Attrited Customer,51,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,6630,916,842
778929783,Attrited Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,22,2,2,1925,0,781
714244383,Existing Customer,39,M,3,College,Unknown,$80K - $120K,Blue,36,4,2,33406,1692,1529
718797558,Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,30,3,2,2917,1357,2422
712821333,Existing Customer,60,M,0,Uneducated,Married,$60K - $80K,Blue,47,3,3,9452,2517,1825
721120008,Existing Customer,43,F,2,Uneducated,Single,$40K - $60K,Blue,29,6,3,2162,1377,1555
709633533,Existing Customer,31,M,2,Uneducated,Married,Less than $40K,Blue,18,3,2,1438.3,0,2789
710789058,Existing Customer,55,M,1,Graduate,Single,$120K +,Blue,42,4,2,34516,1478,1308
716174433,Existing Customer,65,F,1,College,Married,Less than $40K,Blue,54,3,3,2888,1134,2489
789886533,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,44,3,3,3947,1746,1110
715210308,Existing Customer,40,F,1,High School,Married,Unknown,Blue,31,3,3,15970,1212,1260
721038408,Existing Customer,38,F,2,High School,Married,Less than $40K,Blue,27,4,1,1830,0,1741
713325108,Existing Customer,36,M,2,Post-Graduate,Married,$60K - $80K,Blue,29,5,3,7712,2517,1845
720352533,Existing Customer,43,M,3,High School,Unknown,$60K - $80K,Blue,36,5,3,20811,1425,1483
708431433,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,31,3,3,11789,1420,1463
716996583,Existing Customer,50,M,3,High School,Divorced,$120K +,Blue,37,3,1,3073,1792,1734
718699683,Existing Customer,48,M,3,College,Married,$80K - $120K,Silver,36,6,2,34516,0,1733
771359958,Existing Customer,39,M,4,Unknown,Single,$120K +,Silver,26,6,2,34516,2517,1689
716604633,Existing Customer,55,F,2,Post-Graduate,Married,$40K - $60K,Blue,46,6,2,6725,2025,1865
813952233,Existing Customer,44,M,3,Graduate,Unknown,Less than $40K,Blue,39,5,2,2978,2134,1413
713053383,Attrited Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,34516,781,853
709979583,Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,46,3,1,34516,854,1999
709380333,Existing Customer,57,M,1,Uneducated,Married,$120K +,Blue,36,6,2,24545,1735,1671
778574283,Existing Customer,53,F,1,Uneducated,Married,$40K - $60K,Blue,46,5,2,1438.3,0,2118
789875883,Existing Customer,41,F,4,Uneducated,Single,Less than $40K,Blue,31,5,1,2490,627,1391
714661233,Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,24,6,2,10074,2517,1729
813915933,Existing Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,40,3,0,2259,954,1393
708358683,Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Silver,35,6,0,34516,1236,1665
824761458,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,50,4,0,9519,1936,2489
715362183,Existing Customer,40,F,4,Graduate,Married,Unknown,Blue,36,3,0,3706,1043,1688
721194858,Existing Customer,48,M,4,Graduate,Unknown,$80K - $120K,Blue,40,6,0,4438,2472,1725
803595858,Attrited Customer,56,F,3,High School,Married,$40K - $60K,Blue,51,5,0,1438.3,0,594
716198358,Existing Customer,33,F,4,Post-Graduate,Married,$40K - $60K,Blue,36,4,0,2372,1887,1852
714173808,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,34,5,0,4214,1249,1389
709465758,Existing Customer,62,F,1,Post-Graduate,Married,Less than $40K,Blue,53,3,0,1438.3,0,902
714081558,Existing Customer,33,F,0,Graduate,Married,Unknown,Blue,36,4,0,2613,1599,1387
717364458,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,26,6,0,4331,1445,2053
778755858,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,27,5,0,3665,1725,1881
710754933,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,49,6,0,1438.3,0,840
720007383,Attrited Customer,41,F,2,Unknown,Single,Unknown,Blue,28,2,0,4411,2517,803
810220833,Existing Customer,42,M,4,Graduate,Unknown,$40K - $60K,Silver,37,3,0,15871,2086,1562
718362783,Attrited Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,27,3,0,12643,0,787
708267858,Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,36,5,0,6088,2145,2098
708856983,Attrited Customer,36,M,3,Post-Graduate,Married,$120K +,Blue,27,2,0,13873,0,694
715588908,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,32,3,0,6158,0,3132
772674933,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,41,5,0,5638,808,2036
720148983,Existing Customer,54,F,1,Uneducated,Married,Less than $40K,Blue,40,5,0,2178,1144,1724
720650208,Existing Customer,40,F,3,College,Unknown,$40K - $60K,Blue,22,3,0,12588,2005,1561
769732233,Existing Customer,40,M,5,Graduate,Married,$80K - $120K,Blue,34,6,0,11942,1651,1085
713030958,Existing Customer,57,F,2,College,Married,Less than $40K,Blue,44,6,0,3914,0,1964
711320508,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,49,4,0,3038,1410,1762
795795408,Existing Customer,53,M,2,Uneducated,Married,$40K - $60K,Blue,47,3,0,5579,1423,1514
717904383,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,31,5,0,18693,2052,1516
714115533,Existing Customer,28,M,0,Graduate,Married,Less than $40K,Blue,18,5,0,2943,1789,2591
712475733,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,28,4,0,2435,1888,1847
718996758,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,30,5,0,2077,1392,1629
713049933,Existing Customer,65,F,1,High School,Married,Unknown,Blue,36,5,0,5756,0,2144
709961958,Attrited Customer,58,F,4,High School,Divorced,Unknown,Blue,45,4,0,21065,2517,1060
718301508,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,30,6,0,9428,1765,1457
714831033,Existing Customer,54,M,5,Graduate,Married,$80K - $120K,Blue,47,4,0,6065,1728,1114
710653158,Existing Customer,39,F,4,Graduate,Married,Unknown,Blue,21,6,0,5024,1613,1925
721265883,Existing Customer,26,M,1,Graduate,Single,Less than $40K,Blue,13,3,0,2174,1514,2510
715049583,Existing Customer,60,M,1,Unknown,Married,$60K - $80K,Blue,54,5,0,3398,2341,1169
715394883,Existing Customer,35,F,2,High School,Married,Unknown,Blue,36,3,0,4319,1151,1852
773448558,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,40,6,0,3673,2292,1257
717249783,Existing Customer,47,M,4,Unknown,Unknown,$60K - $80K,Blue,39,5,0,1815,740,1931
708344358,Existing Customer,53,F,3,High School,Married,Unknown,Blue,45,5,0,2495,1354,1311
712003083,Existing Customer,55,M,1,Graduate,Married,$80K - $120K,Blue,36,3,0,34516,2102,1612
754282908,Existing Customer,50,F,1,Post-Graduate,Married,Less than $40K,Blue,43,3,0,3368,844,2022
717412608,Attrited Customer,38,F,2,High School,Married,$40K - $60K,Blue,28,3,0,7225,0,738
719412258,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,30,5,0,5202,815,1558
788675658,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,29,6,0,1923,845,1670
717683583,Existing Customer,39,M,3,High School,Single,$60K - $80K,Blue,36,4,0,6929,1691,1388
820584408,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,44,3,0,4364,1507,1392
719392833,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,38,3,0,2400,1613,1311
718595583,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,36,3,0,25878,1733,1777
778508883,Existing Customer,44,M,5,Graduate,Married,$120K +,Blue,24,4,0,11876,1926,1367
715511658,Existing Customer,49,F,5,Post-Graduate,Unknown,$40K - $60K,Blue,39,3,0,4568,0,1431
711999783,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,0,4740,1348,1406
753856008,Existing Customer,49,F,2,Unknown,Unknown,$40K - $60K,Blue,42,6,0,4949,1495,3597
789920883,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36,3,0,11189,2517,2959
788677533,Existing Customer,44,M,4,Unknown,Married,$120K +,Blue,31,4,0,34516,1197,1594
716284308,Existing Customer,65,M,2,Graduate,Married,Unknown,Blue,55,3,0,6099,2175,1319
712120608,Attrited Customer,35,M,3,College,Married,$80K - $120K,Blue,27,3,0,3575,1884,861
715482483,Existing Customer,26,M,0,High School,Single,Unknown,Blue,36,5,0,3184,1421,2253
720848733,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,24,4,0,13363,1230,1815
708480333,Existing Customer,65,M,0,Unknown,Single,$40K - $60K,Blue,36,5,0,2163,932,2229
826723308,Existing Customer,58,M,3,College,Married,$120K +,Blue,54,5,0,3452,2088,1008
801369258,Existing Customer,47,F,5,Post-Graduate,Married,$40K - $60K,Blue,41,6,0,4466,777,1757
709584483,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,25,4,0,3030,2517,1805
715708308,Existing Customer,54,F,3,Doctorate,Married,$40K - $60K,Blue,39,3,0,2112,1594,1338
779707308,Existing Customer,35,F,1,Graduate,Married,Less than $40K,Blue,18,5,0,7583,1619,2229
711688158,Existing Customer,47,M,5,Graduate,Single,$120K +,Blue,27,5,0,11760,2306,1498
711848658,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,17,3,0,2259,1776,1790
715855083,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,6,0,19762,507,2793
778971408,Existing Customer,36,M,4,Doctorate,Married,$60K - $80K,Blue,17,5,0,2803,1848,1968
711648708,Existing Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,36,3,0,25666,756,4088
713149683,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,24,5,0,9297,1668,1264
771903033,Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,25,5,0,2999,1247,2017
737925558,Existing Customer,64,M,0,Doctorate,Married,$40K - $60K,Blue,56,3,0,4234,1893,1439
803347908,Existing Customer,34,F,1,Graduate,Single,Less than $40K,Gold,28,4,0,15987,0,2327
817285758,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,33,5,0,16435,0,1721
711480108,Existing Customer,37,M,4,High School,Married,$60K - $80K,Blue,24,3,0,5335,2145,1888
709662708,Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,53,3,0,3506,1604,1953
709224858,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,5,0,3610,1629,1652
821771508,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,28,5,0,3172,2055,1939
712216533,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,34,6,0,8206,763,1715
710522433,Existing Customer,65,M,0,Graduate,Married,Less than $40K,Blue,46,3,0,2416,1499,2372
779046408,Existing Customer,60,M,0,Graduate,Married,$40K - $60K,Blue,41,3,0,2458,1880,1238
708595158,Existing Customer,27,F,0,Graduate,Single,Less than $40K,Blue,36,6,0,1677,1598,2389
757266933,Existing Customer,52,M,2,Post-Graduate,Married,$60K - $80K,Blue,45,4,0,11819,929,2431
816776283,Existing Customer,42,M,4,High School,Unknown,$80K - $120K,Gold,37,5,0,34516,1797,1534
719904333,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,36,3,0,1459,590,2229
718264233,Existing Customer,29,M,0,High School,Married,$40K - $60K,Blue,13,4,0,1458,671,2449
784798683,Existing Customer,38,M,2,High School,Married,$40K - $60K,Blue,32,3,0,1438.3,0,1999
710899833,Attrited Customer,36,M,2,Graduate,Married,$40K - $60K,Blue,18,3,0,7758,1408,569
780025908,Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Silver,30,4,0,10836,1932,1293
713610033,Existing Customer,47,M,3,Post-Graduate,Single,$60K - $80K,Blue,36,5,0,5062,1996,1314
709364433,Existing Customer,36,F,3,High School,Married,Unknown,Blue,30,6,0,3399,2173,1571
713086908,Existing Customer,26,M,0,High School,Single,$40K - $60K,Blue,36,5,0,2212,1670,2520
709793133,Existing Customer,43,F,2,Unknown,Single,$40K - $60K,Blue,36,6,0,3186,2470,1531
710032608,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,32,3,0,5927,2320,1558
779351208,Existing Customer,49,M,2,Unknown,Single,$60K - $80K,Blue,34,4,0,5176,0,1902
719776608,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,37,3,0,3126,0,1388
709220583,Existing Customer,34,M,3,Graduate,Divorced,$80K - $120K,Blue,21,6,0,4670,0,2256
719555733,Existing Customer,53,F,2,Uneducated,Married,Unknown,Blue,36,4,0,2162,1592,1736
740852733,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,42,4,0,10155,1805,1685
709528308,Existing Customer,53,M,4,High School,Married,$80K - $120K,Blue,46,4,0,15242,1170,1876
715127208,Existing Customer,48,M,3,Doctorate,Divorced,$120K +,Blue,36,4,0,34516,2517,1699
817144458,Existing Customer,32,F,2,Graduate,Single,Less than $40K,Blue,17,5,0,1438.3,1228,2580
710628783,Existing Customer,38,M,4,High School,Single,$80K - $120K,Gold,36,6,0,34516,1140,1445
772145658,Existing Customer,43,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,0,16043,2036,1394
739594758,Attrited Customer,51,F,2,Graduate,Single,Less than $40K,Blue,44,6,0,3181,2517,818
789198708,Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,47,3,0,27088,0,1135
720953658,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,5,0,5688,914,1824
771330558,Existing Customer,51,M,4,High School,Married,$60K - $80K,Blue,38,5,0,10462,1824,1267
714078558,Attrited Customer,62,F,1,High School,Married,$40K - $60K,Blue,53,2,0,5249,0,1315
712207683,Existing Customer,38,M,0,Unknown,Divorced,Less than $40K,Blue,36,3,0,5155,684,1555
788826408,Existing Customer,33,M,1,Uneducated,Married,$120K +,Blue,16,6,0,10705,1352,2434
790128033,Existing Customer,54,M,3,High School,Single,$80K - $120K,Blue,47,3,0,16494,1348,1302
718082208,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,30,5,0,6469,2351,1717
712037358,Existing Customer,30,M,0,Unknown,Married,$60K - $80K,Blue,23,3,0,5146,1773,1509
711711483,Existing Customer,61,M,0,High School,Married,$80K - $120K,Blue,50,4,0,2800,2448,1433
718861458,Existing Customer,49,M,5,Unknown,Single,$60K - $80K,Blue,36,6,0,5159,1532,1826
709426608,Existing Customer,56,M,1,Doctorate,Married,$60K - $80K,Blue,46,5,0,5248,1816,2305
811457058,Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,46,5,0,5881,2005,1931
773073558,Existing Customer,44,F,3,Graduate,Divorced,Less than $40K,Blue,36,6,0,1467,896,1731
715937133,Existing Customer,64,F,1,Uneducated,Married,$40K - $60K,Blue,52,6,0,4999,2299,1601
713480583,Existing Customer,46,F,3,High School,Married,Unknown,Blue,36,5,0,4668,0,1612
716383683,Existing Customer,39,F,2,Post-Graduate,Unknown,Less than $40K,Blue,36,4,0,1438.3,0,1338
713693958,Existing Customer,38,F,1,Uneducated,Single,Less than $40K,Blue,27,6,0,8638,0,1295
715443708,Existing Customer,53,M,1,Uneducated,Married,$120K +,Blue,45,5,0,9343,1286,1385
770769483,Existing Customer,35,M,2,Post-Graduate,Married,$40K - $60K,Blue,21,3,0,2256,775,1749
789326808,Existing Customer,26,M,0,College,Single,$60K - $80K,Blue,15,5,0,8267,1720,1917
712105533,Existing Customer,32,M,2,High School,Single,$40K - $60K,Blue,20,6,0,2235,1638,2905
720674133,Existing Customer,36,M,1,Uneducated,Married,$40K - $60K,Blue,16,5,0,3735,2027,1672
779216358,Attrited Customer,48,M,2,College,Married,$80K - $120K,Blue,38,2,0,2111,0,773
717322833,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,36,5,2,10604,1988,1578
710279508,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,42,5,3,21782,1006,1537
712168833,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,36,6,3,2133,1469,1426
780581508,Existing Customer,58,F,1,Doctorate,Single,$40K - $60K,Silver,47,5,2,16677,1590,1410
711957708,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2717,1591,2064
778782858,Existing Customer,60,M,1,Graduate,Single,Less than $40K,Blue,48,5,3,3980,930,4449
712924383,Attrited Customer,55,M,3,Unknown,Single,$60K - $80K,Blue,36,3,2,8411,979,990
709366458,Existing Customer,43,F,3,College,Married,Less than $40K,Blue,36,3,2,2227,1394,1972
796990908,Existing Customer,35,M,3,Post-Graduate,Single,$80K - $120K,Silver,29,5,3,34516,1872,2227
715702758,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,36,4,3,1860,0,1731
788974608,Existing Customer,48,M,3,Graduate,Unknown,$60K - $80K,Blue,35,5,1,2829,2342,1561
714790008,Existing Customer,38,F,1,Unknown,Single,Less than $40K,Blue,36,3,2,3764,0,1572
787438983,Existing Customer,43,M,3,College,Single,$40K - $60K,Blue,23,6,2,4559,1664,1652
713834358,Existing Customer,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,5,3,4701,1492,1679
710084883,Existing Customer,34,M,2,College,Married,$80K - $120K,Blue,22,4,2,1631,0,2962
710736558,Existing Customer,39,F,2,Unknown,Married,Unknown,Blue,36,4,3,8096,1474,1794
788915283,Existing Customer,43,F,2,College,Single,Less than $40K,Blue,29,5,1,2304,1589,1273
714916758,Existing Customer,48,F,2,Uneducated,Married,$40K - $60K,Blue,36,3,3,5210,0,1309
789611283,Existing Customer,44,M,4,Graduate,Married,$40K - $60K,Blue,38,5,2,5452,2091,1347
773288958,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,31,6,3,7475,1473,1592
811721133,Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue,56,5,3,2359,1242,2021
813961233,Existing Customer,30,M,0,Unknown,Single,$80K - $120K,Blue,25,5,2,4237,1676,2465
783020958,Existing Customer,39,M,3,Unknown,Married,$80K - $120K,Blue,33,6,6,18582,794,1836
715764483,Existing Customer,53,F,3,High School,Unknown,Less than $40K,Blue,37,3,2,7202,974,1397
798110358,Existing Customer,64,F,1,High School,Married,$40K - $60K,Blue,56,4,2,1438.3,0,1417
715745508,Existing Customer,51,F,4,Graduate,Single,Unknown,Blue,34,3,1,11221,1279,1564
714350658,Existing Customer,32,M,1,Graduate,Single,Unknown,Blue,26,6,3,18889,1880,2979
826478958,Existing Customer,52,M,1,College,Married,$80K - $120K,Blue,48,4,3,2066,1601,1578
719127558,Existing Customer,43,M,2,High School,Divorced,$80K - $120K,Blue,31,6,2,34516,1075,3015
712454958,Existing Customer,40,M,5,Graduate,Single,$60K - $80K,Blue,27,6,1,2742,1416,1539
718561458,Existing Customer,54,M,1,High School,Married,$60K - $80K,Blue,36,4,1,20050,1225,1306
822984108,Existing Customer,34,F,4,High School,Single,Less than $40K,Blue,30,4,1,3046,2279,2330
719469333,Existing Customer,33,F,1,High School,Single,Less than $40K,Blue,25,6,3,6193,695,2456
720871383,Existing Customer,36,M,2,Graduate,Married,$80K - $120K,Blue,28,5,3,5634,1996,2366
788827308,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,50,6,2,4507,1574,1793
710180958,Existing Customer,43,M,3,High School,Single,$40K - $60K,Blue,33,5,2,3040,2517,1598
778346283,Existing Customer,53,M,0,Graduate,Married,$120K +,Blue,33,4,3,21006,1905,1856
787547208,Existing Customer,48,F,3,College,Single,Less than $40K,Blue,38,3,3,7326,1710,1852
714983283,Attrited Customer,39,F,3,High School,Single,Less than $40K,Blue,36,6,1,3651,0,862
789344358,Existing Customer,57,F,1,Unknown,Married,Less than $40K,Blue,47,4,1,3416,2468,1536
710406633,Attrited Customer,51,F,3,Uneducated,Married,Unknown,Blue,36,3,3,3664,0,1168
767653233,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,42,6,1,6085,930,3154
719461008,Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue,38,5,3,22332,1748,1318
789731433,Existing Customer,26,F,0,Unknown,Single,Less than $40K,Blue,13,4,2,2063,1390,2602
775198608,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,32,5,3,4429,0,1970
717567333,Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,26,6,3,3991,1982,1661
772794108,Existing Customer,46,F,3,Doctorate,Single,Less than $40K,Blue,36,5,1,2201,651,3165
712072908,Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,36,4,3,2852,736,1382
709328733,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,37,6,3,9723,2459,1258
788107683,Existing Customer,35,M,4,High School,Married,$40K - $60K,Blue,27,6,2,5325,1318,1814
713757633,Existing Customer,65,F,0,Unknown,Married,$40K - $60K,Blue,56,3,2,7427,1303,1596
713279808,Existing Customer,53,M,2,Unknown,Married,$60K - $80K,Blue,36,6,3,5619,1310,1816
712440483,Existing Customer,54,F,2,Uneducated,Married,Less than $40K,Blue,44,3,1,5413,1836,1164
715078383,Existing Customer,64,F,0,Graduate,Married,Unknown,Blue,36,3,1,7646,1010,1667
709214358,Existing Customer,39,F,3,Graduate,Divorced,Unknown,Blue,30,3,3,2420,1422,1362
778399008,Existing Customer,50,M,0,High School,Married,$80K - $120K,Blue,30,3,4,4252,0,1598
811534983,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,5,2,2031,1069,1943
719728383,Existing Customer,38,F,4,Graduate,Married,Unknown,Blue,28,4,1,6861,1598,2228
718726833,Existing Customer,39,M,1,High School,Married,$80K - $120K,Blue,28,4,2,3327,0,1665
780605508,Existing Customer,53,M,1,Unknown,Married,$40K - $60K,Blue,41,5,1,2885,1433,1170
719450508,Existing Customer,53,M,2,High School,Married,$120K +,Blue,41,4,3,7272,2037,2333
711213108,Existing Customer,32,M,1,College,Divorced,$80K - $120K,Blue,36,5,3,34516,0,2305
708488208,Existing Customer,57,F,3,Uneducated,Married,Less than $40K,Blue,47,5,3,2515,1922,2231
717206508,Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36,3,2,2798,1806,1543
821836008,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,53,5,2,34516,2099,1233
807244983,Existing Customer,65,F,0,College,Married,Less than $40K,Blue,56,6,1,1438.3,680,2283
821872758,Existing Customer,65,M,0,High School,Single,Less than $40K,Silver,56,4,2,12609,2517,2121
809959683,Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,50,4,2,19159,2108,1813
715079208,Existing Customer,54,M,1,College,Married,$80K - $120K,Blue,42,4,1,9642,2517,1401
767049258,Existing Customer,44,M,4,High School,Single,$120K +,Blue,37,5,3,8396,1672,1475
709579383,Existing Customer,58,M,1,Uneducated,Married,$80K - $120K,Blue,50,5,3,6978,1148,1362
781923483,Existing Customer,53,F,1,College,Married,$40K - $60K,Blue,47,3,3,2459,1733,2309
718654533,Existing Customer,33,F,1,High School,Single,Less than $40K,Silver,24,5,2,12956,0,2492
716169258,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,39,3,3,7128,1560,1468
713908683,Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,41,6,2,18749,1314,1381
708212658,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,18,6,3,2193,1260,1799
756013833,Existing Customer,57,M,3,Doctorate,Married,$80K - $120K,Blue,50,3,2,4522,1861,1806
719358333,Existing Customer,36,M,4,Uneducated,Married,$40K - $60K,Blue,28,3,1,2157,574,1663
713735508,Existing Customer,35,M,3,Uneducated,Married,$80K - $120K,Blue,25,3,1,11927,675,1986
805259733,Existing Customer,55,F,2,Unknown,Married,Unknown,Blue,50,6,1,11341,0,1731
738749733,Existing Customer,57,F,4,Doctorate,Married,Unknown,Blue,47,4,3,7345,1814,1390
814833408,Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,51,3,3,6036,1409,1741
719182308,Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,27,6,1,2096,1567,1559
818497758,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,4,1,1906,1271,1343
719518308,Existing Customer,48,M,2,Unknown,Unknown,$80K - $120K,Blue,35,5,2,5039,0,1390
709991883,Attrited Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,42,2,1,6214,1147,938
770901258,Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,17,3,1,1512,810,2558
711499158,Existing Customer,47,M,2,Uneducated,Married,$80K - $120K,Silver,38,4,3,34516,733,3018
720445533,Existing Customer,60,F,1,College,Married,Less than $40K,Blue,53,4,3,3346,922,1276
809951133,Attrited Customer,54,M,3,College,Single,$120K +,Blue,49,3,2,34516,0,2115
714657108,Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,28,5,2,6660,1362,2660
789048858,Existing Customer,32,F,1,Post-Graduate,Married,Less than $40K,Blue,20,5,2,2234,1865,2115
771816408,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,33,5,4,9671,704,2955
798158808,Existing Customer,53,F,1,College,Single,$40K - $60K,Blue,47,5,3,6605,1479,2017
787685658,Existing Customer,43,M,2,High School,Divorced,$80K - $120K,Blue,33,4,3,3083,1898,1448
720141408,Attrited Customer,49,F,2,Graduate,Single,Less than $40K,Blue,31,5,1,5456,951,1096
788699808,Existing Customer,38,F,4,Unknown,Single,Unknown,Blue,14,4,1,4394,0,1538
708216108,Existing Customer,56,F,1,College,Married,$40K - $60K,Blue,44,5,1,4088,1557,2250
715074258,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,36,5,3,3930,0,2067
771653583,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,46,3,2,4188,1147,1276
717374358,Existing Customer,33,M,1,Unknown,Married,$60K - $80K,Blue,22,3,3,3637,1998,2161
720836808,Existing Customer,35,M,3,High School,Single,$80K - $120K,Blue,28,4,2,11521,1147,2260
818701383,Existing Customer,37,M,3,High School,Married,$60K - $80K,Blue,32,6,2,2253,1667,1641
717277833,Existing Customer,27,F,1,Graduate,Single,Unknown,Blue,13,6,2,2339,2080,2294
778137108,Existing Customer,43,M,4,High School,Single,$80K - $120K,Blue,37,6,1,30503,2517,1860
